,review_comments,star_rating
2,"It's simple, cute, and plays pretty smoothly.  It's a huge bonus that there are no ads.  Seems like there could be more focus on enjoyable gameplay over absurd obstacles to generate revenue.  The enjoyment factor drops significantly around level 190, where the game doesn't feel like a challenge so much a constant dream of luckier block falls.  I also had to earn the right to spend real money on a piggy bank, but I have no idea why it exists.  Also, no mobile game with a $100 price point deserves a good review.  "")",2
4,"It is a pretty good game, the controls r fine, the graphics look as good as the games, and the gameplay Is kinda fun. The part that I don't like about the game is that it gives you the first three levels and you have to get all the pink coins in order to get the castle. In my mind I thought that once you got all the pink coins from the castle that you could do the next world, but it turned out to be that you got the first four levels for free and had to pay to play the rest which I think sucks. But it's whatever, I'm gonna keep playing but only when I'm bored.  "")",3
6,Ì¢À_å_LOVE ITÌ¢À_å_just 2 humble request 1. Remove Piggy Bank Please is not appropriate as it is a DIRTY ANIMAL AND PROHIBITED IN SOME RELIGION  2. Make something so we can scroll down to low levels easy like in google it has something on the side to do the job.  BEST REGARDS : player  '),1
8,"TOO MANY ADS  I would play this game so much more if you would make the ads just not pop up after every game. Developers I don't understand why you guys would put a no ads to buy for like a dollar but did you really have to put a video after every game. Each time it interupts the music I'm listening to on my phone. The game itself is great. 5 stars, but please tone down the ads  "")",2
9,"I love this game and have got really far on my iPod but want to move to my phone, however there doesn't seem to be a way to transfer my progress. I thought it was supposed to happen with Facebook but it hasn't worked. Maybe add an account option?   Update: I do still love this game. But I've reported the same issue at least 4 times and not a thing has been done about it. I have also seen that many people have had the same issue. Why does such a good app have such poor customer service.  "")",1
12,"Completely unplayable because the game is centered around taking money from you. Very poor programming, and just blatant, obvious and rank capitalism.   You can't continue unless you pay them money or else watch a 30 second ad. Every time. For real.  You people are the reason mobile gaming is complete garbage now.  And I guarantee 99% of those favorable reviews are bots.   Do not download. Scammers.  "")",1
13,"Want to play an ad? Download this game and you'll get to experience all the thrills of pop up ads between brief stints of playing the game you thought you downloaded instead of the ads. There is at least two ads per game. Some of the ads go landscape to further increase game play pleasure, X one out and Bam! Bonus round go straight to the app store to see the ad you X'ed out available for download. Go back and BAM try the X again YOU GO BACK TO THE SAME PLACE. Good times were had played ten games and uninstalled. ADWARE ten millions downloaded how many kept it longer than twenty minutes.  "")",1
16,"This is a fun little word scramble game. Straight forward easy to play. With challenging levels. I don't like that it takes 120 coins to reveal one tile - that's a bit much for how little you're rewarded for solving a level. I've played 492 levels and received over 100 coins twice during the bonus spin. The idea is that it's a random spin, with random coins rewarded but the constant reward is less than 100 coins seems kinda hokey.  All in all I like this game.  "")",3
18,"Stolen assets a-plenty. They literally have the Offspring logo on one of their boss ships. Not even kidding. They even used the Super Mario Bros level complete music in there, yet they're charging for crystals and in-game assets like ships and power ups. The game play is fun, albeit unfortunately bogged down with what seems to be a very greedy app developer's laziness and plagiarism of already established commercially trademarked and copyrighted assets. I have video of me playing this game ripped directly from my phone showing all of these issues, and will upload it to YouTube if someone takes offense. This game could have been a lot of fun, but it's literally just a cash grab. I'm tempted to report all of the copyright and trademark violations, but there are too many of them to count.  "")",1
20,"Pay to win. To make any progress it takes weeks of saving resources only to get them raided. So you have to buy gems or other resources in order to get quantities quickly enough to be used before they are stolen buy players who spend a lot of money on this game. It's a very slowly progressing game but enjoyable enough to be played without spending tons of cash if you're the patient sort.  "")",3
21,"Was loving this game until the last update. Looks like the developers love $$$ so much they would trade off user experience for it. Anyways I'm deleting it cos it's now a waste of storage on my mobile. Good luck to the premium players. It was fun giving you guys head shots in your fancy helmets. Hehehe... See you all at the next big shooting game. Much love to all the players. Thumbs down to the developers.  "")",1
22,"I was enjoying it until the day they didn't give me the golden medal and the tokens from one of the tournaments. In addition to that, they skipped one of the days I'd receive the free tokens. Guess which day that was? The day 7, in which I should have received 7 tokens. They simply skipped it and began to count again from day 1. I tried to contact the support and they didn't answer me. After the third message they finally sent me an email saying that the support is on holidays..... Very helpful!  "")",1
25,"My coins have been going missing recently. I lost 90 coins at first and thought it was my imagination, but now I've gone and lost another 40. They havent come back and have just vanished. I also didn't receive my 2nd place award for my first pecking order which also went missing without a trace. This stuff never used to happen before and its annoying  "")",3
26,"Great game... Although it would be five stars if I could actually claim my bonus week prize.  The past two days the bonus week has been great but suddenly It keeps on saying ""Connect to internet to claim prize"" but I am. Reinstalled the game and it still wont work. Please hurry and try to fix this soon because the bonus only has 5 days left... Please reply!  Note: I will also be sending an email because I am so desperate.  ')",3
28,"This game is ok. The biggest problem is that upgrading is pointless. The more you upgrade your cannon, the more the blocks upgrade, leaving games impossible to get far at all. A great game would not upgrade blocks but keep their values the same and progressively get harder as you go during a round, allowing you to get further. My games last less than 30 seconds.  ')",3
31,"I would have most definitely gave a higher rating,  if not for the type of adds that pop up every few seconds. I understand its a free game, and I can handle the adds. But every few seconds there is inappropriate adds popping up. They use really bad words. I could even handle a few cuss words but these are bad. I've never saw a game that has adds like this. My 7 year old daughter & I play together. Definitely not appropriate for kids to be playing &hearing. When the inappropriate  adds stop I'll change my rating . And really this is a game a lot of kids would like to play. So what's with those types of adds any way? I do not wanna hear them, or have my 7 year old hear them every few seconds.  "")",2
33,"I realize y'all gotta get paid but why make the playing experience for those of us that don't pay cash money.  Not allowing a player to select a pocket when shooting the 8 ball and allowing your opponent to shoot and win. I guess I'm pretty good because nobody has been able to get rid of me playing pool. Instead I seem to get strange lock ups or no response from game. I always seem to lose 100s of thousands. It's a pretty good app and I've sent many people to download your app.  "")",3
34,"Supercell, I think your best game is hay day. Clash royale on the other hand isn't one of your better games. Android is better than apple. Why would you ever support apple instead of android. You released Brawl Stars only for apple. You should have less medieval/fantasy games unless you make the knights, princes etc. More realistic. In my opinion I think you're better at making farm and army games. Please make more of thoseÙüèÏÛÒ  "")",1
37,"It is a fun app but the ads suck. Some of the adds that pop up you cannot even close out of and it just ruins the game. If you have to have ads at least run ads that you can easily close out of without having to completely force stopping the app and starting the game all over again. It happened 2 times already. I would give it more stars if it weren't for those ads. Sorry.  "")",2
41,"Hasn't even been 10 seconds into the game before it shut down Ùüå_å£ - I thought it would be different for me as I have the S8+. Obviously NOT. The game started off very well and easy to navigate. Ease of controls. I will uninstall as there isn't much point keeping this game when it has already failed itself.  "")",3
43,Someone needs to be fired or at least schooled on currency exchange rates. They offer 2 packs for 5 and 20 then except for rare sales which offer 49 and 79 dollar packs everything is 100 dollars google should step in and pull this game off the google play market for a square enix licensed product they have enough backing to have actual microtransactions not be a game exclusive to rich people who use 100 dollar bills as toilet paper...  '),2
44,"The two sides don't align with my VR One Plus headset. It shows up crosseyed when I put the set on. I even configured it to the headset and it didn't make any changes to the boxes. I was really looking forward to using this.  "")",1
45,"I originally reviewed this app and said that the expert level was far too simple, requiring only basic elimination techniques. That is sometimes true, and I hit a few easy ones in a row when I started. But I've since discovered that there are some genuinely challenging ones at the expert level. So I've upgraded it to four stars. Manually entering all the pencil marks is a pain sometimes, but it does make for more relaxed play. The hints are not hints, they actually fill in a square. And if you forget to turn the pencil marks on (which I do a lot) and try to enter several numbers in one square, you have to backtrack with the Undo button to restore all the pencil marks you just accidentally deleted.  "")",3
49,"It seems like I\'m missing something huge here. The game is about backflips, but doesn\'t let you even jump off the ground. I tried using the starting money to purchase jump upgrades, and still resulted in belly flops every time. If the game wasn\'t plagued by 30 second ads after every other run, maybe I would have tried to figure this out. But it doesn\'t seem to actually be a game at all. The title doesn\'t fit, it should just be called ""run and fall down"".  Hopefully this gets fixed. It looked like a solid concept on the app store.  ')",1
50,"Great timewaster! There are a lot of characters to earn and you don't need to spend real money to get them, so that's a plus. However, rated it a 3 cuz there are sooooo many ads. I get that ads generate the revenue to keep a good game free but an ad populates for literally every action. Win a game=ad, lose a game=ad, go to the settings=ad, change the volume=ad... ok the last one is fictitious but it really seems like that's how it works  "")",3
51,In game links trap button pushing youth.  Game is fun but not recommended for under the age of 5 if this is a problem experienced by other individuals.  '),2
55,"It was good but then this happened. I was playing just like any other day. My phone had died while I was playing, so I charged it and left it untouched for about an hour or two. When I signed in, all off my progress was erased! Please respond and tell me what happened.  ')",3
56,"I downloaded this game purely for rewards in another game, which is something I do frequently, but this is definitely one of the better ones I've come across. The game play itself is not original at all, but the attention to detail in the graphics is really quite lovely. I really enjoyed scrolling about and watching the way the game responded. The game, however, is not engaging enough to keep me playing now I've reached my target for rewards in the other game.  "")",3
61,"It's literally soooo cool....but the main thing is just that I love visiting new places it's amaz but its just that u require a lot of money to unlock most of the characters and stuff....but the lucky thing is that u get keys for free (sometimes) I  anways love it !ÙüÛªåø So yeah. AND OML THE BEST thing is that der r totally different places for each period of time  "")",3
68,"Game was fine, except it was half ads. I understand free games will have them and am ok with that. But a 30 second ad between everygame is ridiculous especially when games are often shorter than that. Don't want to spend half my time on a free game watching ads. Don't wanna be held hostage to pay to remove them. Instead I'll just uninstall.  "")",1
70,It is a relly fun and nice game but  Once you use a word for theextra you cant use it for the rest of the game once you rech cheese level 8 i had to use 2 hints becouse i didnt know the word. When i pressed it the word that i have been joing for ages came up when i made 5he word it went on orange cause i had already used it in the extra words.the word was mot. It dident work for me  '),3
77,"This WAS a good game for little kids, not anymore though! Now it's covered in advertisements everywhere!!! My child keeps accidentally pressing on the ads and it's really frustrating. I don't want my kid accidentally downloading other games or purchasing other apps and I feel like this is a manipulation tactic because they want clueless little kids to do this! Won't be using this app anymore.  "")",2
78,"The game is great but the button to watch an ad for a revive doesn't work. I watch the add all the way through and then I still die  "")",2
84,Cheating in challenge santa needs coins. When we save me and watch video for 3rd time to continue to get high score and more coins fame automatically restarts and whatever coins collected gets disabled. It happens continuously I have checked many times. Purposefully they have designed the game like this  Very very unhappy on this issue  '),1
85,"I\'m taking away 2 stars only because I think its really lame to get ""duplicate"" characters. Nothing like spending a bunch of time playing and watching ads to earn coins, for nothing. The game should know what characters you already have and not keep giving you the same ones over and over. Great game, but that is annoying enough to not want to play as much.  ')",3
86,"The game stutters in a snapdragon 810 device. Can\'t connect to my old account using Google play because of account data corruption on their end. Support doesn\'t respond because of ""high volume of tickets"". Not to mention how they managed to ruin a great game by bombarding ux with ads and justifying that by adding loads of unnecessary stuff that no one wants.  ')",1
87,"Love the game but need to lay off the gems. Its not easy to earn yet everything (store and appliances upgrade) need to use the gems. I understand about needing them to buy shop but others?? Or maybe you can give option either using gems or money that will be much better. Other than that, everything else is good. The graphic is awesome, no ads, never crash.  ')",3
88,"I downloaded this game a few days ago but couldn\'t play it because it doesn\'t even bother going past the ""Voodoo"" card. I own a OnePlus 3T so it\'s not possible that my phone lacks the processing power.  A waste of time.  ')",1
95,"When you first start to play this game it's all fun and you love it, but as you start to get into the game you realize that you have to use real money in order to actually be able to get the whole experience of certain stories. They wanted me to pay 25 gems to make a choice like going on a date and I could not afford it. This game is not very child-friendly. It's probably meant for older teens young adults who actually have money.  "")",3
102,"I wish I wouldn't have  downloaded this app.. very irritating and the ads  pop up and the game stops in between.  I will give 0 stars. Completely hate this app, even my data is off,the apps pop up. Every one looks for entertainment by playing games, but such games really disgusting and make others wasting their time and money.  "")",1
106,Unless you have 16 hrs a day to put into this game to learn the track you will never have a very high score. Sometimes your vehicle doesnt respond the same as other runs also you may land on your tail and survive and the next time you die its up and down with the control if you keep going or die. And sometimes it tries to flip when you try to take off resulting in a quick death  '),3
110,"The game is simple to immediately start playing and fun. I shouldn't rate a game based off of this but, these pop up adds are tremendously common. Adds are essential so that the app can support itself but to have an add after every single play and then have an add to open a chest? Really? That's a bit much, especially, when the adds are not easily skippable and even force you to the download screen of the add. The game is simple, fun, and has witty, silly, and quirky characters. But the adds are a bit much.  "")",3
111,My son complete level one but it never passes the area where catboy disappeared nor gives him his star rating to move on to the next level please help and fix  '),1
112,"The game is fun to play, and the graphics are gorgeous. I had to uninstall the second day because it kept freezing and wouldn't load. It would be a lot better to play if there wasn't an add every time you died, and one flashing at the bottoms of the screen. The add sometimes causes the game to lag which causes me to die too often.  "")",3
115,"The original PC release is so much better, it wasn't bogged down with ads and micro transactions. The only time I can play this without freezing is to play offline, I strongly advise turning your WiFi and mobile data off before playing. It's such a shame to see a beautiful masterpiece turn into a micro transactions monster. And still waiting for a drm-free PC release of the sequel that will likely never happen. An ad every time you click on something  "")",1
116,"My account seems have been hacked since I can just can login momentarily to the game; it will disconnect me after a few minutes of playing, then I won't be abke to login..I have to try at least after 10 mins. but normally would take longer than that..This just started to happen yesterday..by the way, my phone is perfectly fine and I gave enough storage and RAM to play this game. Just to add, I can't access their customer service, even their website...how disappointing...  "")",1
117,"This game IS NOT FREE. Sure you can download for free, then you can play a few games for free, then if you want to get better ... Guess what.... you have to pay. Then as you get better you have opponents that are WAY out of your league so that you have to spend your gems (which cost money... A LOT of money to purchase. Then guess what... More opponents out of your league, and you have crosswords, while they have a nice light tail wind , from the same tee box. This app should be investigated by the better business bureau and BANNED from the play stores. Complete FRAUD  ')",1
118,"Even after knowing that everyone issue about diamonds and key you guys ain't taking any action towards it.. i loved this game and i guess it the best game I've played so far but the main problem os with the diamonds and key. Especially diamond .. we people will love to expand money on other necessaries rather than expanding on a game. I'm giving you only two stars not because of the game but because of the diamond and yeah if this problem is not solved that that time is no far away when your rating gonna fall .  "")",2
121,"Neva rated till today, but this one made me to. Its meant to set mission no. Upto only 30, but it shows mission set to 35 and +. Next, i emailed abt it, didn't get reply;other than auto generated mail. How can u be this irresponsible. Again, got connected to FB and got only score back-up, all things lostÙüèÏè ÙüèÏ\xa0. Rather make gplay compatible.  "")",1
124,"One world...really? You only get to play one world... Which consists of 4 whole levels. This isn't a game, this is a demo of a game...  There is one control... One. Tap your screen anywhere and that's the one movement you get in this game. IDK how you're charging so much for programming one keystroke. I can buy m*n*cr*ft for 7 bucks which is a massive, extensive, engaging game... Or this one for 50% more with basically no functionality. Save your time, money, and space on your phone for something with more  "")",1
127,"Like the game hate the ads. I understand that you need to put ads, but did it HAVE to be this frequent? 30 secs of ads after every single round of game makes me NOT want to play anymore let alone buying. If you want consumers to buy it, make trial experience fun not frustrated.  ')",3
128,"Every time I get a ok landing I die. When I die game pauses, throws a ad in my face, then I start again when I try to open avatars. The controls are absolutely awful and the game isn't fun. Voodoo doesn't even pay people to lie about games they do it themselves. The game isn't addictive its just frustrating. Fix the landings and put a start button in where you have to start. Other than this, its kind of fun.  "")",3
131,"The controlls are pretty bad considering how simple they are.  The lag is unbearable. Fix those and you've got a 5star game all day. Simple fun pick up and put down time killer. In fact the lag is such an issue however, the game is getting uninstalled. You can't play a reaction based game when the lag has you 6 seconds behind whats going on.  "")",2
133,"Nice concept, nice controls, the problem is that is too much randomnes and less skill. It forces me in corners where I'm definitely dead or the good boxes are in corners where i can't go because of the walls and that also means im dead. Please make it less random or ar least make that if i comith to a path and because of the game i cant chage is, at least dont make the first mistake ista death.  "")",3
134,I dislike the game bc when you die you restart to the very begining. I was hoping there would be checkpoints every now and then but I was wrong. Plz fix this or give me a tip to last longer without dieing! Plz respond if can! Ì¢èÏå¼  '),3
135,"Numerous words are left out of the game's dictionary. Hence,  you're not capable of earning enough through extra words. I think it's a ploy for gamers to purchase coins for hints, instead of earning coins by playing.  25 coins after finishing a level (of 16 puzzles) is ridiculous. Word Cookies is a way better game, including its dictionary use  "")",1
136,"Maybe I missed something in the description, but it's clearly a game for kids. There is no challenge here. What 3 letter word can you make from TAC... hmm CAT or ACT maybe. Anyway, good for kids! I'm now on level 63, and at least we're on to 5 letter words.... :-/  "")",3
137,Tom tires to quick and so i have to stop playing. Certain games the touchscreen does not work very well and i keep making the wrong moves. This started after the last update. Diamonds!!?? I can only do so much with millions of coins!!  '),3
138,Was cool but whatever they just did to it ruined what it was. Gotta love when an ok Game needs to start forcing ads down your throat...Uninstall ÙüèÏÛª  '),2
139,I will give it a 1 star it is just pay to win. After you reach the max level gems are near impossible to get and you have to buy them. They nerfed the cheap guns and buffed  the expensive guns. The armor makes it very hard to kill someone.  '),1
141,"Cool game, upgrades are too much $$$. Only been playing for about a week. Coin purchases are millions out of reach and anything that has to do with diamonds are several hundred or even thousands out of reach. Am I missing something? (Other than throwing real money at you.)(not doin it.)  ')",2
142,"I never opened it and here is why.. the acceptance of the privacy policy.. if you wanted personal info.. you should ask fir it before we download your app.. im in my 50's and not interested in an app that discloses personal info.. to others.. so tho I loved pac man.. No Way Im giving you permission to share my personal info to apps and companies i dont know.. or may not want to know.. shame.. oh well.. could have been fun..  "")",1
146,"What happened? I used to play this game on my very first android phone, a HTC Magic, without any problems at all. So why oh why is the game lagging to the point of being unplayable on a high end 2016 phone? Ridiculous!  ')",1
147,"Pretty good little game. Controls are smooth, levels are fun. Be aware it's a bit of a ploy to make quick money, a short game in a sense. You get a few gems to start off but after a couple days you're pretty much stuck if you don't use real money. I wouldn't advise using real money on something as trivial as a game, I certainly don't intend to. Since you can't do much more after the first little while it gets pretty boring, end up uninstalling quite quickly to make space for something else.  "")",3
148,"Very very very bad controls. Controlling cannon is impossible. Also game has a lot of glitches. Sometimes I am able to pass block which I didn't destroy. Sometimes I destroy block and continue further but there are no blocks. Only black background and endless darkness.  "")",2
162,"Didnt even get started.  Options not working. Cant turn off sound, i dont want special effects noises when im trying to listen to music when playing. Oh yes why does everytime it appears on Free Solitaire it cuts my Spotify off. I have to go out off the soltaire app, go to Spotify and start it again. I realise if something is free there has to be ads, but why make it so annoying, most of them dont do that.  ')",1
163,"The game is very addictive and fun to play. Some of the people playing the game are wonderful and fun to game with. Graphics are very good for a on line game played on phone, tablet or computer. The quests are challenging at best. BUT!!! BE WARNED... This game is not for young children as there is explicit language and cut throat people playing the game. After all it is a war game and nothing more. Now down to the nitty-gritty of the game. Yes it's free, but that only get you so far before you will need to buy packs in the game to advance and unlock the two new characters. The game quests are designed for people to spend if you want to get ahead fast. Large amounts of  $$$$$$ Cash are needed to play this game. $$$$$$ Personal note, I know people who have spent thousands on this game. Over all the game is great for young adults on up. PG-15  "")",3
164,"It's okay, but not all the roller coaster work! I can only use 2 :( beside that the game is okay.  "")",3
168,"Honestly I love Marvel but this game is awful, don't get me wrong it's very fun at first but once you get to a certain level it becomes pay-to-win. It's impossible to progress without paying and that destroys the game for me. If you're cool with throwing your paycheck at a game then this is the game for you. Atleast Marvel Future Fight let's you choose a Max character off the bat, and progression can be made without emptying your pockets.  "")",1
170,"The game itself is enjoyable and the controls are quite simple. Very intuitive. But Jesus Christ on a frosty log, the ads are way to much. After every round, ad, want your prize? Ad. Wanna do anything in the game? Enjoy the ad. Jesus guys, I don't mind ads and I understand that's how you make money, but you shouldn't have to watch an ad to get your prize for winning... Come on.  "")",3
176,"Don't waste your time, game is glitchy and people are getting random charges when they never purchased anything and customer support is completely horrendous they won't even acknowledge when there's a problem with purchases u never bought or when u have a problem in game if you even get a reply it's a rude and sny one saying it your fault! Keep your money safe and don't play this glitchy game!  "")",1
177,"Well I tried but I'm deleting it now. I've been screwed too many times. Listen developers, if someone makes perfect shots and plays right down the fairways, tries to allow for wind they shouldn't be beat every time by people playing out of the rough. I developed my clubs but that makes no difference. I'm done, back to clash of clans and puzzle quest where when you build a character they get better and can't be beat by a beginner playing out of sand traps. Better luck next timr  "")",3
